Item:626210124; Precio:169173; Cant:4
Item:353501031; Precio:22328; Cant:0
Item:353501032; Precio:22328; Cant:0
Item:323212110; Precio:61965; Cant:0
Item:323212111; Precio:61965; Cant:0
Item:323212112; Precio:61965; Cant:6
Item:323212113; Precio:53514; Cant:0
Item:323212114; Precio:53514; Cant:0
Item:323212115; Precio:53514; Cant:0
Item:323212116; Precio:50437; Cant:0
Item:323212117; Precio:53326; Cant:0
Item:323212118; Precio:52406; Cant:0
Item:323212120; Precio:52406; Cant:0
Item:323212122; Precio:52406; Cant:0
Item:323212123; Precio:55656; Cant:0
Item:323212124; Precio:58252; Cant:0
Item:323212125; Precio:44953; Cant:0
Item:323212126; Precio:86638; Cant:0
Item:323212127; Precio:67485; Cant:0
Item:323212128; Precio:86638; Cant:5
Item:323212129; Precio:67485; Cant:0
Item:323212130; Precio:86638; Cant:9
Item:323212131; Precio:86638; Cant:5
Item:323212132; Precio:30982; Cant:10
Item:323212133; Precio:30982; Cant:11
Item:323212134; Precio:30982; Cant:15
Item:323212135; Precio:39431; Cant:0
Item:323212136; Precio:39431; Cant:3
Item:323212137; Precio:39431; Cant:0
Item:323212138; Precio:33361; Cant:10
Item:323212139; Precio:28165; Cant:0
Item:323212140; Precio:33361; Cant:7
Item:323212141; Precio:30982; Cant:0
Item:323212142; Precio:30982; Cant:0
Item:323212143; Precio:19716; Cant:0
Item:323212144; Precio:23380; Cant:7
Item:323212145; Precio:19716; Cant:0
Item:323212146; Precio:40060; Cant:5
Item:323212147; Precio:40060; Cant:0
Item:323212148; Precio:40060; Cant:4
Item:323212149; Precio:26664; Cant:0
Item:323212150; Precio:22532; Cant:8
Item:323212151; Precio:22532; Cant:0
Item:111102499; Precio:115796; Cant:0
Item:323212159; Precio:32783; Cant:0
Item:343420549; Precio:170532; Cant:0
Item:343420550; Precio:129407; Cant:9
Item:343420551; Precio:46594; Cant:0
Item:343400157; Precio:163895; Cant:6
Item:343400158; Precio:104582; Cant:4
Item:343400159; Precio:164300; Cant:11
Item:343400160; Precio:164300; Cant:35
Item:343400161; Precio:186530; Cant:9
Item:343420552; Precio:27827; Cant:9
Item:343400162; Precio:11450; Cant:10
Item:343400163; Precio:15115; Cant:11
Item:303050730; Precio:169373; Cant:4
Item:303050732; Precio:296488; Cant:12
Item:343410857; Precio:6710; Cant:8
Item:313100388; Precio:54355; Cant:0
Item:313100389; Precio:42407; Cant:0
Item:313110136; Precio:31741; Cant:15
Item:333302244; Precio:12216; Cant:8
Item:333302245; Precio:11839; Cant:8
Item:333302246; Precio:11246; Cant:18
Item:333302247; Precio:11870; Cant:3
Item:333302248; Precio:10908; Cant:5
Item:333302250; Precio:22543; Cant:11
Item:333302251; Precio:53889; Cant:0
Item:333302252; Precio:88328; Cant:19
Item:333302253; Precio:21789; Cant:25
Item:333302254; Precio:66544; Cant:0
Item:333302256; Precio:68263; Cant:12
Item:333302257; Precio:51009; Cant:11
Item:333302258; Precio:36901; Cant:8
Item:333302260; Precio:9950; Cant:9
Item:333302261; Precio:48615; Cant:8
Item:333302262; Precio:61839; Cant:13
Item:333310694; Precio:23723; Cant:0
Item:333310695; Precio:10319; Cant:0
Item:313100390; Precio:60332; Cant:9
Item:333302266; Precio:47446; Cant:0
Item:333302268; Precio:61084; Cant:5
Item:333302269; Precio:58818; Cant:6
Item:333302271; Precio:72940; Cant:3
Item:333302272; Precio:85512; Cant:10
Item:333302273; Precio:96998; Cant:0
Item:333302275; Precio:67399; Cant:3
Item:333310696; Precio:28463; Cant:5
Item:111110798; Precio:4828; Cant:19
Item:111110799; Precio:4828; Cant:0
Item:111110801; Precio:4828; Cant:52
Item:111110803; Precio:4828; Cant:0
Item:5050050015001000331; Precio:12221; Cant:340
Item:5050050015001000332; Precio:19488; Cant:293
Item:5050050015001000333; Precio:30603; Cant:172
Item:5151151105110240021; Precio:36441; Cant:0
Item:5151151105110240022; Precio:46475; Cant:0
Item:646410049; Precio:71995; Cant:3
Item:5858658625862000530; Precio:31900; Cant:0
Item:323240243; Precio:58243; Cant:5
Item:323240244; Precio:58190; Cant:4
Item:323240245; Precio:58809; Cant:0
Item:323240246; Precio:64657; Cant:0
Item:323240247; Precio:64657; Cant:0
Item:323240248; Precio:58809; Cant:0
Item:323240249; Precio:53203; Cant:0
Item:323240250; Precio:58809; Cant:0
Item:323240251; Precio:53187; Cant:0
Item:323240252; Precio:53203; Cant:0
Item:323240253; Precio:64657; Cant:16
Item:323240254; Precio:64657; Cant:0
Item:323240255; Precio:64657; Cant:0
Item:323240256; Precio:64657; Cant:0
Item:323240257; Precio:53203; Cant:0
Item:323240258; Precio:61144; Cant:0
Item:323240259; Precio:61144; Cant:0
Item:323240260; Precio:64657; Cant:0
Item:323240261; Precio:64657; Cant:0
Item:323212166; Precio:95485; Cant:6
Item:323212167; Precio:109410; Cant:5
Item:323212168; Precio:97778; Cant:7
Item:323212169; Precio:119357; Cant:5
Item:323212170; Precio:129303; Cant:6
Item:353501044; Precio:24242; Cant:63
Item:353501045; Precio:6818; Cant:0
Item:353501046; Precio:6818; Cant:156
Item:353501047; Precio:6818; Cant:161
Item:353501048; Precio:22727; Cant:181
Item:5858658605860001742; Precio:67596; Cant:158
Item:5858658605860001743; Precio:69468; Cant:421
Item:5858258205820000063; Precio:99430; Cant:89
Item:343420574; Precio:151008; Cant:6
Item:343420575; Precio:127144; Cant:0
Item:343420576; Precio:127144; Cant:0
Item:343420577; Precio:74675; Cant:0
Item:343420578; Precio:74675; Cant:7
Item:343420579; Precio:86756; Cant:0
Item:343420580; Precio:96249; Cant:3
Item:353501049; Precio:6818; Cant:29
Item:353501050; Precio:6818; Cant:41
Item:313120188; Precio:100983; Cant:0
Item:5757457415741000273; Precio:16342; Cant:65
Item:111102521; Precio:28186; Cant:19
Item:111110811; Precio:28152; Cant:19
Item:111110813; Precio:33820; Cant:33
Item:323212181; Precio:26582; Cant:0
Item:323212182; Precio:29270; Cant:0
Item:343420610; Precio:101238; Cant:9
Item:2222022030013; Precio:12009; Cant:78
Item:111110817; Precio:93521; Cant:23
Item:111102534; Precio:6044; Cant:266
Item:323212184; Precio:95235; Cant:15
Item:323212186; Precio:121037; Cant:18
Item:323212189; Precio:91035; Cant:11
Item:343410893; Precio:14726; Cant:11
Item:313100400; Precio:13715; Cant:0
Item:5757457435743000103; Precio:16342; Cant:70
Item:323212214; Precio:22758; Cant:3
Item:323212229; Precio:43831; Cant:0
Item:353512250; Precio:21072; Cant:0
Item:353512251; Precio:25287; Cant:0
Item:353512253; Precio:42145; Cant:0
Item:323212230; Precio:41791; Cant:7
Item:323212231; Precio:41791; Cant:3
Item:323212232; Precio:36245; Cant:6
Item:323212233; Precio:36245; Cant:6
Item:323212234; Precio:41791; Cant:4
Item:323212235; Precio:41791; Cant:6
Item:323212236; Precio:36245; Cant:6
Item:323212237; Precio:36245; Cant:7
Item:323212238; Precio:43207; Cant:9
Item:323212239; Precio:43207; Cant:7
Item:323212240; Precio:43207; Cant:6
Item:323212241; Precio:43207; Cant:7
Item:323212242; Precio:43207; Cant:7
Item:323212243; Precio:43207; Cant:7
Item:323212244; Precio:43207; Cant:6
Item:323212245; Precio:43207; Cant:10
Item:323212246; Precio:45475; Cant:9
Item:323212247; Precio:45475; Cant:5
Item:323212248; Precio:41302; Cant:6
Item:323212251; Precio:45475; Cant:9
Item:323212252; Precio:45475; Cant:0
Item:323212253; Precio:45475; Cant:0
Item:323221490; Precio:56382; Cant:3
Item:323221491; Precio:56382; Cant:5
Item:323221492; Precio:56382; Cant:6
Item:323212255; Precio:55957; Cant:4
Item:323212256; Precio:55957; Cant:7
Item:323212257; Precio:59216; Cant:0
Item:323212258; Precio:59334; Cant:4
Item:323212259; Precio:54958; Cant:3
Item:323212260; Precio:62050; Cant:0
Item:323212261; Precio:62050; Cant:7
Item:323212262; Precio:62050; Cant:5
Item:323221493; Precio:45333; Cant:12
Item:323221494; Precio:45333; Cant:3
Item:323221495; Precio:45333; Cant:6
Item:323221497; Precio:45333; Cant:0
Item:323221500; Precio:45333; Cant:4
Item:343420631; Precio:94588; Cant:10
Item:343420633; Precio:14957; Cant:7
Item:343420634; Precio:14957; Cant:25
Item:343410907; Precio:79653; Cant:7
Item:343410908; Precio:162625; Cant:7
Item:313160027; Precio:12614; Cant:18
Item:0404504560034; Precio:54649; Cant:0
Item:0404504560035; Precio:17700; Cant:0
Item:0404504560036; Precio:64658; Cant:27
Item:0404504560037; Precio:82000; Cant:0
Item:111102554; Precio:74307; Cant:0
Item:111102555; Precio:33936; Cant:0
Item:111102556; Precio:35019; Cant:0
Item:343420636; Precio:22026; Cant:25
Item:343420638; Precio:42627; Cant:23
Item:343410912; Precio:10753; Cant:22
Item:343410913; Precio:10753; Cant:21
Item:343410915; Precio:9069; Cant:4
Item:343410917; Precio:9069; Cant:17
Item:353501070; Precio:8529; Cant:0
Item:353501071; Precio:3665; Cant:0
Item:353501072; Precio:3920; Cant:0
Item:353501073; Precio:3920; Cant:0
Item:353501074; Precio:3920; Cant:0
Item:353501075; Precio:4420; Cant:0
Item:5757457425742000084; Precio:25059; Cant:7
Item:111102572; Precio:5185; Cant:23
Item:111102573; Precio:5175; Cant:0
Item:333302385; Precio:20842; Cant:0
Item:333302386; Precio:23671; Cant:3
Item:333302414; Precio:51345; Cant:12
Item:333302415; Precio:14568; Cant:11
Item:333302416; Precio:20763; Cant:45
Item:333302417; Precio:31053; Cant:9
Item:333302418; Precio:24262; Cant:13
Item:333302419; Precio:42329; Cant:13
Item:333302420; Precio:51632; Cant:13
Item:333302421; Precio:41151; Cant:8
Item:333302422; Precio:41091; Cant:10
Item:333302423; Precio:48284; Cant:13
Item:333302424; Precio:41084; Cant:9
Item:333302425; Precio:61635; Cant:92
Item:343420669; Precio:23933; Cant:0
Item:343420670; Precio:41487; Cant:10
Item:343420671; Precio:145202; Cant:6
Item:343420672; Precio:38166; Cant:8
Item:2323123180083; Precio:1947360; Cant:0
Item:333302426; Precio:23658; Cant:0
Item:626210711; Precio:26150; Cant:399
Item:626210712; Precio:27204; Cant:476
Item:343410447; Precio:16324; Cant:4
Item:343410448; Precio:15367; Cant:0
Item:343410449; Precio:16324; Cant:7
Item:343410450; Precio:16324; Cant:0
Item:343410451; Precio:16324; Cant:10
Item:343410452; Precio:20739; Cant:0
Item:343410454; Precio:22034; Cant:7
Item:343410455; Precio:22034; Cant:6
Item:343410456; Precio:22034; Cant:9
Item:343410457; Precio:28271; Cant:12
Item:343410458; Precio:28271; Cant:6
Item:343410459; Precio:26611; Cant:0
Item:343410460; Precio:28271; Cant:10
Item:303021178; Precio:168834; Cant:6
Item:303021179; Precio:617734; Cant:2
Item:333302430; Precio:51992; Cant:10
Item:333302431; Precio:9025; Cant:0
Item:333302432; Precio:7831; Cant:0
Item:333302433; Precio:1134281; Cant:10
Item:303050784; Precio:231657; Cant:6
Item:303050785; Precio:196101; Cant:0
Item:303050786; Precio:179815; Cant:0
Item:323212301; Precio:16989; Cant:0
Item:323212302; Precio:18615; Cant:0
Item:323212303; Precio:25220; Cant:5
Item:323212304; Precio:29735; Cant:0
Item:323221513; Precio:28108; Cant:0
Item:323221514; Precio:35479; Cant:6
Item:323221515; Precio:40227; Cant:5
Item:303030781; Precio:207062; Cant:6
Item:303030782; Precio:251660; Cant:10
Item:303030783; Precio:207062; Cant:5
Item:303030784; Precio:251660; Cant:5
Item:303030785; Precio:138986; Cant:10
Item:303030787; Precio:124503; Cant:7
Item:303030788; Precio:161667; Cant:8
Item:111102601; Precio:32571; Cant:58
Item:111110847; Precio:84130; Cant:44
Item:111110848; Precio:86113; Cant:23
Item:111110850; Precio:19048; Cant:53
Item:111110851; Precio:19628; Cant:58
Item:111110852; Precio:20458; Cant:33
Item:111110853; Precio:7088; Cant:32
Item:111110854; Precio:7579; Cant:37
Item:111110855; Precio:7941; Cant:35
Item:111102606; Precio:13105; Cant:56
Item:111102607; Precio:21075; Cant:56
Item:111102608; Precio:21075; Cant:0
Item:111102609; Precio:7229; Cant:30
Item:111102610; Precio:7229; Cant:10
Item:111102611; Precio:13524; Cant:13
Item:111110856; Precio:10449; Cant:19
Item:111110857; Precio:10449; Cant:29
Item:111110858; Precio:17533; Cant:27
Item:111102612; Precio:5900; Cant:0
Item:111102613; Precio:7899; Cant:0
Item:111102614; Precio:6099; Cant:0
Item:111102615; Precio:7500; Cant:0
Item:111110860; Precio:4800; Cant:0
Item:111110862; Precio:5300; Cant:0
Item:111110863; Precio:4800; Cant:0
Item:111110864; Precio:4800; Cant:0
Item:111110872; Precio:24153; Cant:47
Item:111110873; Precio:24471; Cant:0
Item:111110874; Precio:60125; Cant:0
Item:5151151105110500001; Precio:8818; Cant:170
Item:5151151105110500002; Precio:10290; Cant:101
Item:5151151105110500003; Precio:13985; Cant:412
Item:323221526; Precio:122068; Cant:3
Item:323221527; Precio:109015; Cant:0
Item:343420697; Precio:161790; Cant:4
Item:343410937; Precio:8063; Cant:0
Item:343410938; Precio:190585; Cant:11
Item:333302450; Precio:38430; Cant:12
Item:333302451; Precio:51968; Cant:0
Item:333302453; Precio:47470; Cant:10
Item:333302455; Precio:47470; Cant:0
Item:333302456; Precio:29512; Cant:0
Item:333302457; Precio:19052; Cant:9
Item:333302458; Precio:17622; Cant:10
Item:333302459; Precio:33482; Cant:0
Item:333302461; Precio:34653; Cant:0
Item:333302462; Precio:43111; Cant:10
Item:333302463; Precio:816726; Cant:3
Item:333302465; Precio:17622; Cant:0
Item:333302466; Precio:27926; Cant:0
Item:323212320; Precio:35306; Cant:0
Item:323200152; Precio:26582; Cant:0
Item:323200153; Precio:31647; Cant:9
Item:323200154; Precio:34554; Cant:9
Item:303021224; Precio:69752; Cant:6
Item:303021225; Precio:135295; Cant:0
Item:303021226; Precio:31958; Cant:0
Item:303050793; Precio:691240; Cant:8
Item:303050794; Precio:349729; Cant:0
Item:313110149; Precio:30195; Cant:6
Item:303030802; Precio:18430; Cant:5
Item:303030803; Precio:239133; Cant:3
Item:303030804; Precio:209157; Cant:0
Item:323221528; Precio:44310; Cant:0
Item:343400179; Precio:186266; Cant:0
Item:333302467; Precio:125583; Cant:5
Item:333302473; Precio:31209; Cant:7
Item:303050796; Precio:82567; Cant:5
Item:333302474; Precio:11831; Cant:18
Item:333302475; Precio:14735; Cant:9
Item:333302476; Precio:18136; Cant:39
Item:333302477; Precio:12501; Cant:11
Item:333302478; Precio:34258; Cant:8
Item:111102638; Precio:35501; Cant:9
Item:111102639; Precio:35500; Cant:6
Item:111102640; Precio:37497; Cant:11
Item:111102641; Precio:37497; Cant:16
Item:111102642; Precio:35501; Cant:9
Item:111110876; Precio:30641; Cant:11
Item:111110878; Precio:30299; Cant:4
Item:111110881; Precio:31457; Cant:3
Item:111110884; Precio:27900; Cant:0
Item:111110877; Precio:76395; Cant:5
Item:111110879; Precio:76395; Cant:8
Item:111110882; Precio:76395; Cant:5
Item:111110885; Precio:76395; Cant:8
Item:111110880; Precio:195281; Cant:3
Item:111110883; Precio:195280; Cant:11
Item:111110886; Precio:195280; Cant:4
Item:111102654; Precio:34767; Cant:4
Item:111102655; Precio:73394; Cant:4
Item:111110887; Precio:8288; Cant:7
Item:111110888; Precio:26416; Cant:0
Item:111102656; Precio:10699; Cant:46
Item:111102657; Precio:10699; Cant:99
Item:111110889; Precio:6990; Cant:26
Item:111110890; Precio:6990; Cant:35
Item:111102659; Precio:34387; Cant:0
Item:313160029; Precio:15051; Cant:202
Item:303050798; Precio:75684; Cant:10
Item:111110893; Precio:9238; Cant:172
Item:111102676; Precio:60178; Cant:0
Item:111102677; Precio:169022; Cant:7
Item:111102679; Precio:303297; Cant:3
Item:111102681; Precio:304322; Cant:8
Item:111102682; Precio:61397; Cant:3
Item:111102683; Precio:158773; Cant:3
Item:111102684; Precio:59347; Cant:0
Item:111102685; Precio:163897; Cant:3
Item:111102687; Precio:176197; Cant:21
Item:111102688; Precio:292022; Cant:0
Item:111102690; Precio:170047; Cant:0
Item:111102691; Precio:299197; Cant:5
Item:111102693; Precio:303297; Cant:0
Item:111102694; Precio:299197; Cant:0
Item:303030814; Precio:118476; Cant:11
Item:5858658615861020163; Precio:2857; Cant:427
Item:5858658615861010485; Precio:25000; Cant:77
Item:5858658615861010486; Precio:42000; Cant:94
Item:5858658615861010487; Precio:82000; Cant:269
Item:5353153115311060088; Precio:18400; Cant:1071
Item:5050050025002000079; Precio:13499; Cant:412
Item:5050050025002000080; Precio:24800; Cant:107
Item:5151251215121010405; Precio:25900; Cant:200
Item:5151251215121010406; Precio:42900; Cant:65
Item:5151151105110020023; Precio:5028; Cant:14
Item:5151151105110020024; Precio:5640; Cant:157
Item:626210750; Precio:289666; Cant:17
Item:626210751; Precio:83082; Cant:4
Item:626210752; Precio:6787; Cant:0
Item:626210753; Precio:82512; Cant:0
Item:626210754; Precio:222441; Cant:10
Item:626210755; Precio:26297; Cant:0
Item:626210756; Precio:3436; Cant:0
Item:626210757; Precio:9385; Cant:0
Item:626210758; Precio:13058; Cant:20
Item:323212337; Precio:115973; Cant:6
Item:323212338; Precio:128181; Cant:4
Item:323212339; Precio:142830; Cant:5
Item:323212340; Precio:146493; Cant:3
Item:323212341; Precio:115973; Cant:6
Item:323212342; Precio:128181; Cant:5
Item:323212343; Precio:142830; Cant:6
Item:323212344; Precio:67142; Cant:3
Item:323212345; Precio:79350; Cant:0
Item:323212346; Precio:91558; Cant:8
Item:323212347; Precio:103765; Cant:3
Item:323212348; Precio:115973; Cant:0
Item:323212349; Precio:115973; Cant:3
Item:323212350; Precio:115973; Cant:5
Item:323212352; Precio:115973; Cant:4
Item:323212353; Precio:115973; Cant:6
Item:323212354; Precio:36623; Cant:0
Item:323212355; Precio:42727; Cant:3
Item:323221533; Precio:73246; Cant:0
Item:323221534; Precio:73246; Cant:7
Item:323221536; Precio:73246; Cant:3
Item:323221537; Precio:73246; Cant:6
Item:323221538; Precio:97662; Cant:0
Item:323221539; Precio:42727; Cant:8
Item:323221540; Precio:42727; Cant:3
Item:323221541; Precio:42727; Cant:6
Item:323221545; Precio:46389; Cant:15
Item:323221546; Precio:46389; Cant:8
Item:323221547; Precio:46389; Cant:0
Item:323221548; Precio:46389; Cant:4
Item:323221549; Precio:46389; Cant:6
Item:323221551; Precio:46389; Cant:0
Item:323221554; Precio:54934; Cant:4
Item:5858658605860001846; Precio:26935; Cant:27
Item:5858658605860001847; Precio:26936; Cant:0
Item:111102728; Precio:9300; Cant:0
Item:111102729; Precio:6475; Cant:81
Item:111110908; Precio:23821; Cant:53
Item:2525025000057; Precio:691999; Cant:4
Item:2525025000058; Precio:691999; Cant:23
Item:2525025000059; Precio:691999; Cant:10
Item:2525025000060; Precio:691999; Cant:12
Item:323212384; Precio:50456; Cant:13
Item:323212385; Precio:54422; Cant:14
Item:353512321; Precio:25717; Cant:0
Item:353512322; Precio:26793; Cant:4
Item:353512325; Precio:17432; Cant:11
Item:353512327; Precio:20660; Cant:0
Item:353512328; Precio:22597; Cant:5
Item:303050822; Precio:85564; Cant:6
Item:111102736; Precio:61867; Cant:6
Item:323240273; Precio:64657; Cant:0
Item:323240274; Precio:53203; Cant:0
Item:323240275; Precio:64657; Cant:0
Item:323240276; Precio:51029; Cant:3
Item:323240277; Precio:46654; Cant:0
Item:323240278; Precio:46654; Cant:0
Item:323240280; Precio:51029; Cant:0
Item:2626026010093; Precio:104333; Cant:9
Item:2626026010094; Precio:160224; Cant:5
Item:2020220260110; Precio:33554; Cant:9
Item:2626126120048; Precio:29884; Cant:7
Item:2626126120049; Precio:29884; Cant:5
Item:2626126120050; Precio:30297; Cant:3
Item:2626126120051; Precio:27944; Cant:0
Item:2626126120052; Precio:23430; Cant:0
Item:2626126120053; Precio:23430; Cant:4
Item:2626126120054; Precio:23430; Cant:4
Item:2626126120055; Precio:23430; Cant:6
Item:2626126120056; Precio:74930; Cant:19
Item:323212391; Precio:17450; Cant:0
Item:323212392; Precio:17450; Cant:0
Item:323212393; Precio:17450; Cant:0
Item:323212394; Precio:19440; Cant:0
Item:323212395; Precio:19440; Cant:0
Item:323212396; Precio:15209; Cant:0
Item:323212397; Precio:15209; Cant:0
Item:323212398; Precio:15209; Cant:0
Item:323212399; Precio:15209; Cant:0
Item:343410970; Precio:40038; Cant:0
Item:343410971; Precio:58923; Cant:0
Item:343410972; Precio:93913; Cant:0
Item:343410973; Precio:43374; Cant:0
Item:343410974; Precio:58923; Cant:0
Item:343410975; Precio:80553; Cant:0
Item:343410977; Precio:43374; Cant:0
Item:343410978; Precio:58923; Cant:0
Item:343410979; Precio:80553; Cant:0
Item:353501119; Precio:51094; Cant:3
Item:353501120; Precio:16944; Cant:0
Item:333302539; Precio:33493; Cant:3
Item:333302540; Precio:28728; Cant:0
Item:333302542; Precio:33235; Cant:3
Item:333302543; Precio:44728; Cant:0
Item:333302544; Precio:33235; Cant:0
Item:333302545; Precio:21968; Cant:0
Item:323212401; Precio:33573; Cant:4
Item:333310748; Precio:21869; Cant:0
Item:323240281; Precio:20279; Cant:3
Item:323240282; Precio:25612; Cant:13
Item:323240283; Precio:21968; Cant:14
Item:323240284; Precio:20279; Cant:4
Item:323240285; Precio:20279; Cant:4
Item:323240286; Precio:25612; Cant:4
Item:323240287; Precio:20279; Cant:4
Item:323240288; Precio:20279; Cant:3
Item:323240289; Precio:20279; Cant:7
Item:323240290; Precio:25612; Cant:11
Item:323240291; Precio:25612; Cant:10
Item:323240292; Precio:20279; Cant:0
Item:323240293; Precio:25612; Cant:13
Item:323240294; Precio:25612; Cant:13
Item:323212402; Precio:47881; Cant:0
Item:323212403; Precio:49255; Cant:0
Item:323212404; Precio:42248; Cant:0
Item:323212405; Precio:59105; Cant:0
Item:323212406; Precio:59105; Cant:0
Item:323212407; Precio:42248; Cant:0
Item:323212408; Precio:59105; Cant:0
Item:323212409; Precio:50699; Cant:0
Item:323212410; Precio:49255; Cant:0
Item:323212412; Precio:65672; Cant:0
Item:5959859805980000068; Precio:105400; Cant:59
Item:5757357315731000207; Precio:55555; Cant:41
Item:5757357315731000208; Precio:105555; Cant:22
Item:5757357315731000209; Precio:232253; Cant:0
Item:5757357315731000210; Precio:25555; Cant:86
Item:303030902; Precio:71161; Cant:6
Item:303030903; Precio:71168; Cant:12
Item:303030904; Precio:71156; Cant:6
Item:303030906; Precio:98477; Cant:7
Item:5959359305930010051; Precio:18084; Cant:78
Item:343420786; Precio:4607; Cant:7
Item:5151151105110300062; Precio:6967; Cant:41
Item:5151151105110300063; Precio:14804; Cant:0
Item:5151151105110300064; Precio:33381; Cant:32
Item:111102762; Precio:10125; Cant:14
Item:111102763; Precio:10125; Cant:72
Item:111102764; Precio:10125; Cant:17
Item:333302612; Precio:175220; Cant:0
Item:343400191; Precio:14332; Cant:11
Item:343400192; Precio:19907; Cant:11
Item:343400193; Precio:29735; Cant:3
Item:303050866; Precio:323984; Cant:0
Item:303050867; Precio:20040; Cant:0
Item:333302616; Precio:31854; Cant:13
Item:333302618; Precio:19445; Cant:0
Item:333302619; Precio:43108; Cant:7
Item:333302620; Precio:18650; Cant:8
Item:333302621; Precio:17366; Cant:9
Item:333310756; Precio:14467; Cant:0
Item:343411007; Precio:55482; Cant:0
Item:313110158; Precio:41020; Cant:0
Item:5858658605860001926; Precio:31765; Cant:67
Item:303050873; Precio:10294; Cant:0
Item:303050872; Precio:43614; Cant:31
Item:303050877; Precio:23353; Cant:10
Item:303050878; Precio:31263; Cant:8
Item:303050879; Precio:38507; Cant:8
Item:303050888; Precio:52065; Cant:3
Item:303050889; Precio:52065; Cant:4
Item:303050890; Precio:50040; Cant:8
Item:303050891; Precio:63196; Cant:7
Item:303050892; Precio:55284; Cant:9
Item:303050893; Precio:58047; Cant:12
Item:303050894; Precio:32980; Cant:17
Item:333302640; Precio:39080; Cant:9
Item:333302641; Precio:39080; Cant:10
Item:333302642; Precio:37855; Cant:0
Item:333302643; Precio:31366; Cant:0
Item:333302644; Precio:44513; Cant:11
Item:333302645; Precio:45328; Cant:10
Item:333302646; Precio:27123; Cant:0
Item:333302648; Precio:37855; Cant:0
Item:333302649; Precio:37855; Cant:3
Item:333302650; Precio:37855; Cant:8
Item:333302651; Precio:37855; Cant:4
Item:333302652; Precio:21733; Cant:5
Item:333302653; Precio:21733; Cant:21
Item:333302654; Precio:41463; Cant:6
Item:333302655; Precio:41463; Cant:8
Item:333302656; Precio:41463; Cant:7
Item:333302657; Precio:22858; Cant:0
Item:333302658; Precio:39080; Cant:9
Item:333302660; Precio:22664; Cant:0
Item:333302661; Precio:20016; Cant:8
Item:333302663; Precio:25067; Cant:9
Item:333302665; Precio:20912; Cant:0
Item:333302666; Precio:24834; Cant:8
Item:333302667; Precio:10249; Cant:10
Item:333302671; Precio:25067; Cant:10
Item:333302672; Precio:9640; Cant:7
Item:333302673; Precio:90646; Cant:36
Item:333302674; Precio:41463; Cant:8
Item:333302675; Precio:30597; Cant:12
Item:333302676; Precio:24745; Cant:6
Item:333302677; Precio:90646; Cant:16
Item:333302678; Precio:25155; Cant:3
Item:333302679; Precio:25067; Cant:11
Item:333302680; Precio:63861; Cant:11
Item:333302681; Precio:93275; Cant:3
Item:333302683; Precio:26784; Cant:8
Item:333302685; Precio:27260; Cant:13
Item:333302687; Precio:28837; Cant:0
Item:333302688; Precio:27260; Cant:9
Item:333302689; Precio:27260; Cant:12
Item:333302690; Precio:74328; Cant:13
Item:333302691; Precio:42606; Cant:8
Item:333302693; Precio:6608; Cant:34
Item:333302698; Precio:25155; Cant:0
Item:333302699; Precio:30597; Cant:7
Item:333302701; Precio:20459; Cant:0
Item:333302703; Precio:48636; Cant:0
Item:333302704; Precio:25155; Cant:19
Item:333302705; Precio:29770; Cant:13
Item:333302706; Precio:25155; Cant:9
Item:333302707; Precio:25155; Cant:10
Item:333302708; Precio:20602; Cant:7
Item:333302709; Precio:38031; Cant:9
Item:333302710; Precio:20602; Cant:3
Item:333302713; Precio:25067; Cant:13
Item:333302714; Precio:26784; Cant:9
Item:333302716; Precio:12740; Cant:0
Item:333302718; Precio:25067; Cant:12
Item:333302721; Precio:15727; Cant:3
Item:333302726; Precio:25067; Cant:7
Item:333302727; Precio:25067; Cant:11
Item:333302728; Precio:31360; Cant:13
Item:333302729; Precio:16490; Cant:16
Item:333302731; Precio:77539; Cant:10
Item:333302732; Precio:60768; Cant:7
Item:333302733; Precio:38936; Cant:19
Item:333302734; Precio:110380; Cant:14
Item:333302735; Precio:29770; Cant:5
Item:333302737; Precio:23353; Cant:10
Item:333302738; Precio:32463; Cant:16
Item:333302739; Precio:23400; Cant:11
Item:333302740; Precio:15528; Cant:9
Item:333302741; Precio:26398; Cant:8
Item:333310768; Precio:56809; Cant:8
Item:333310769; Precio:43750; Cant:11
Item:333310770; Precio:20084; Cant:10
Item:333310773; Precio:13058; Cant:6
Item:333310775; Precio:7920; Cant:4
Item:333310776; Precio:50831; Cant:4
Item:333310778; Precio:12295; Cant:0
Item:343400198; Precio:725548; Cant:2
Item:343400199; Precio:35197; Cant:8
Item:343411014; Precio:265354; Cant:4
Item:343411015; Precio:137639; Cant:0
Item:343411018; Precio:56845; Cant:0
Item:343411019; Precio:99966; Cant:0
Item:343411020; Precio:136474; Cant:0
Item:343411021; Precio:188542; Cant:0
Item:343411022; Precio:24257; Cant:0
Item:343411023; Precio:28975; Cant:11
Item:343411024; Precio:34694; Cant:9
Item:343411025; Precio:23353; Cant:4
Item:343411028; Precio:26184; Cant:10
Item:343411029; Precio:84558; Cant:11
Item:343411030; Precio:140884; Cant:0
Item:343411032; Precio:33437; Cant:0
Item:111102779; Precio:41325; Cant:9
Item:111102781; Precio:99899; Cant:4
Item:111102783; Precio:119899; Cant:26
Item:111102784; Precio:173899; Cant:8
Item:111102785; Precio:61900; Cant:9
